Aggregate with Dmax= 1026.64 and aeff= 211.234
4935  = NAT
1.000	0.000	0.000	= target vector a1 (in TF)
0.000	1.000	0.000	= target vector a1 (in TF)
1.	1.	1.	= d_x/d d_y/d d_z/d (normally 1 1 1)
J	JX	JY	JZ	ICMPX	ICMPY	ICMPZ
2514  14   5  -5   1   1   1
2515  15   6  -4   1   1   1
2516  13   3  -7   1   1   1
2517  14   4  -6   1   1   1
2518  15   5  -6   1   1   1
2519  15   5  -5   1   1   1
2520  16   6  -5   1   1   1
2521  14   3  -8   1   1   1
2522  15   4  -7   1   1   1
2523  15   4  -6   1   1   1
2524  16   5  -6   1   1   1
2525  13   3  -6   1   1   1
2526  13   3  -5   1   1   1
2527  14   4  -5   1   1   1
2528  15   5  -4   1   1   1
2529  14   3  -6   1   1   1
2530  15   4  -5   1   1   1
2531  16   5  -4   1   1   1
2532  14   2  -7   1   1   1
2533  15   3  -6   1   1   1
2534  16   4  -6   1   1   1
2535  16   4  -5   1   1   1
2536  17   5  -5   1   1   1
2537  13   2  -5   1   1   1
2538  14   3  -5   1   1   1
2539  14   3  -4   1   1   1
2540  15   4  -4   1   1   1
2541  15   5  -3   1   1   1
2542  14   2  -6   1   1   1
2543  14   2  -5   1   1   1
2544  15   3  -5   1   1   1
2545  16   4  -4   1   1   1
2546  15   2  -6   1   1   1
2547  16   3  -5   1   1   1
2548  17   4  -4   1   1   1
2549 -10  -9  -8   1   1   1
2550  -9  -9  -8   1   1   1
2551  -8 -10  -8   1   1   1
2552  -9  -9  -9   1   1   1
2553  -8  -9  -9   1   1   1
2554  -8  -9  -8   1   1   1
2555  -9  -8  -7   1   1   1
2556  -8  -8  -7   1   1   1
2557  -7  -9  -7   1   1   1
2558  -8  -7  -8   1   1   1
2559  -8  -8  -8   1   1   1
2560  -7  -9  -8   1   1   1
2561   4   4  10   1   1   1
2562   4   5  11   1   1   1
2563   4   5  12   1   1   1
2564   5   5  12   1   1   1
2565   5   6  13   1   1   1
2566   6   6  14   1   1   1
2567   6   6  15   1   1   1
2568   4   5   9   1   1   1
2569   4   6  10   1   1   1
2570   5   6  11   1   1   1
2571   5   6  12   1   1   1
2572   6   7  14   1   1   1
2573   6   7  15   1   1   1
2574   4   6   9   1   1   1
2575   5   7  11   1   1   1
2576   5   7  12   1   1   1
2577   6   7  12   1   1   1
2578   6   8  13   1   1   1
2579   6   8  14   1   1   1
2580   5   4  10   1   1   1
2581   5   5  11   1   1   1
2582   6   5  12   1   1   1
2583   6   5  13   1   1   1
2584   6   5  14   1   1   1
2585   7   6  15   1   1   1
2586   5   5   9   1   1   1
2587   5   5  10   1   1   1
2588   6   6  12   1   1   1
2589   6   6  13   1   1   1
2590   7   6  13   1   1   1
2591   7   7  14   1   1   1
2592   5   6   9   1   1   1
2593   5   6  10   1   1   1
2594   6   6  10   1   1   1
2595   6   7  11   1   1   1
2596   7   7  13   1   1   1
2597   7   8  14   1   1   1
2598   5   4   9   1   1   1
2599   6   4  10   1   1   1
2600   6   4  11   1   1   1
2601   7   5  12   1   1   1
2602   7   5  13   1   1   1
2603   7   5  14   1   1   1
2604   8   5  14   1   1   1
2605   6   5   9   1   1   1
2606   6   5  10   1   1   1
2607   6   5  11   1   1   1
2608   7   5  11   1   1   1
2609   7   6  12   1   1   1
2610   8   6  13   1   1   1
2611   8   6  14   1   1   1
2612   6   6   9   1   1   1
2613   7   6  10   1   1   1
2614   7   6  11   1   1   1
2615   7   7  12   1   1   1
2616   8   7  13   1   1   1
2617   8   7  14   1   1   1
2618  -6  -2  -7   1   1   1
2619  -2 -11 -11   1   1   1
2620  -1 -11 -11   1   1   1
2621  -0 -12 -12   1   1   1
2622   1 -12 -12   1   1   1
2623   1 -13 -12   1   1   1
2624  -2 -10 -12   1   1   1
2625  -1 -10 -12   1   1   1
2626  -0 -11 -13   1   1   1
2627   1 -11 -13   1   1   1
2628   1 -12 -13   1   1   1
2629  -1 -10 -11   1   1   1
2630   0 -11 -12   1   1   1
2631   1 -11 -12   1   1   1
2632   2 -12 -12   1   1   1
2633  -1 -10 -10   1   1   1
2634  -0 -10 -10   1   1   1
2635   1 -11 -11   1   1   1
2636   2 -12 -11   1   1   1
2637  -0  -9 -12   1   1   1
2638   1 -10 -12   1   1   1
2639   2 -11 -13   1   1   1
2640  15  -6   4   1   1   1
2641  15  -5   5   1   1   1
2642  15  -4   5   1   1   1
2643  16  -6   5   1   1   1
2644  16  -5   5   1   1   1
2645  16  -4   6   1   1   1
2646  17  -6   5   1   1   1
2647  17  -5   5   1   1   1
2648  17  -5   6   1   1   1
2649   1  -7  -5   1   1   1
2650   1  -8  -6   1   1   1
2651   1  -9  -6   1   1   1
2652   1  -7  -6   1   1   1
2653   1  -7  -7   1   1   1
2654   1  -8  -7   1   1   1
2655   2  -7  -5   1   1   1
2656   2  -8  -6   1   1   1
2657   2  -9  -6   1   1   1
2658   2  -7  -4   1   1   1
2659   2  -8  -5   1   1   1
2660   2  -9  -5   1   1   1
2661   3  -7  -6   1   1   1
2662   3  -8  -6   1   1   1
2663   3  -9  -6   1   1   1
2664 -10 -12  -0   1   1   1
2665 -10 -13  -1   1   1   1
2666  -9 -13  -2   1   1   1
2667  -8 -11  -8   1   1   1
2668  -7 -11  -8   1   1   1
2669  -6 -11  -8   1   1   1
2670  -8 -10  -7   1   1   1
2671  -6  -9  -7   1   1   1
2672  -8 -11  -7   1   1   1
2673  -7 -10  -7   1   1   1
2674  -6 -10  -7   1   1   1
2675  -7 -12  -7   1   1   1
2676  -6 -11  -7   1   1   1
2677  -5 -11  -7   1   1   1
2678  -7 -10  -6   1   1   1
2679  -6 -10  -6   1   1   1
2680  -5 -10  -6   1   1   1
2681 -12  -2  12   1   1   1
2682 -11  -2  12   1   1   1
2683 -10  -2  11   1   1   1
2684  -9  -2  11   1   1   1
2685  -9  -2  10   1   1   1
2686 -12  -3  12   1   1   1
2687 -11  -3  12   1   1   1
2688 -11  -3  11   1   1   1
2689 -10  -3  11   1   1   1
2690  -9  -3  10   1   1   1
2691 -13  -4  12   1   1   1
2692 -12  -4  11   1   1   1
2693 -11  -4  11   1   1   1
2694 -10  -4  10   1   1   1
2695 -12  -2  13   1   1   1
2696 -11  -2  13   1   1   1
2697 -10  -2  12   1   1   1
2698  -9  -2  12   1   1   1
2699  -8  -3  11   1   1   1
2700 -12  -3  13   1   1   1
2701 -10  -3  12   1   1   1
2702  -9  -3  11   1   1   1
2703 -12  -4  13   1   1   1
2704 -11  -4  12   1   1   1
2705 -10  -4  12   1   1   1
2706 -10  -4  11   1   1   1
2707  -9  -4  11   1   1   1
2708 -11  -3  14   1   1   1
2709 -10  -3  14   1   1   1
2710 -10  -3  13   1   1   1
2711  -9  -3  13   1   1   1
2712  -8  -3  12   1   1   1
2713 -11  -4  14   1   1   1
2714 -11  -4  13   1   1   1
2715 -10  -4  13   1   1   1
2716  -9  -4  12   1   1   1
2717  -8  -4  12   1   1   1
2718 -12  -5  13   1   1   1
2719 -11  -5  13   1   1   1
2720 -10  -5  12   1   1   1
2721  -9  -5  12   1   1   1
2722  -8  -5  11   1   1   1
2723   4  -2  10   1   1   1
2724   3   6   9   1   1   1
2725   3   7   9   1   1   1
2726   2   7   8   1   1   1
2727   3   6  10   1   1   1
2728   2   6   9   1   1   1
2729   1   6   9   1   1   1
2730   3   5  10   1   1   1
2731   2   6  10   1   1   1
2732   1   6  10   1   1   1
2733  -5   0  10   1   1   1
2734  -6   0   9   1   1   1
2735  -5   0  11   1   1   1
2736  -6   0  11   1   1   1
2737  -7   0  11   1   1   1
2738  -5   1  11   1   1   1
2739  -6   1  10   1   1   1
2740  -7   1  10   1   1   1
2741  -5   2  10   1   1   1
2742  -6   2  10   1   1   1
2743  -6   1   9   1   1   1
2744  -5   2  11   1   1   1
2745  -6   1  11   1   1   1
2746  -7   1  11   1   1   1
2747  -4  -6 -13   1   1   1
2748  -5  -5 -12   1   1   1
2749  -6  -4 -11   1   1   1
2750  -6  -4 -10   1   1   1
2751  -3  -5 -13   1   1   1
2752  -4  -5 -12   1   1   1
2753  -4  -4 -11   1   1   1
2754  -5  -3 -10   1   1   1
2755  -4  -5 -14   1   1   1
2756  -4  -4 -13   1   1   1
2757  -5  -4 -12   1   1   1
2758  -5  -3 -11   1   1   1
2759  -6  -3 -10   1   1   1
2760  -5  -5 -14   1   1   1
2761  -5  -4 -13   1   1   1
2762  -6  -4 -12   1   1   1
2763  -6  -3 -12   1   1   1
2764  -6  -3 -11   1   1   1
2765  -4  -4 -14   1   1   1
2766  -4  -3 -13   1   1   1
2767  -4  -3 -12   1   1   1
2768  -5  -2 -11   1   1   1
2769  18  -1  -1   1   1   1
2770  19  -1  -1   1   1   1
2771  20  -1  -0   1   1   1
2772  18  -0  -2   1   1   1
2773  19  -0  -2   1   1   1
2774  20   0  -2   1   1   1
2775  18  -0  -1   1   1   1
2776  19   0  -1   1   1   1
2777  20   0  -1   1   1   1
2778  17  -0  -0   1   1   1
2779  18   0  -0   1   1   1
2780  19   0   0   1   1   1
2781  18   1  -2   1   1   1
2782  18   1  -1   1   1   1
2783  19   1  -1   1   1   1
2784 -10  -5   9   1   1   1
2785   9  -4  -3   1   1   1
2786  -4  -3  12   1   1   1
2787  -5  -4  13   1   1   1
2788  -4  -4  13   1   1   1
2789  -4  -4  14   1   1   1
2790  -4  -4  12   1   1   1
2791  -3  -4  14   1   1   1
2792  -3  -4  11   1   1   1
2793  -3  -4  12   1   1   1
2794  -2  -5  13   1   1   1
2795  -4  -5  12   1   1   1
2796  -4  -5  13   1   1   1
2797  -3  -5  13   1   1   1
2798   9  -7   6   1   1   1
2799  10  -8   6   1   1   1
2800  11  -9   6   1   1   1
2801  10  -7   5   1   1   1
2802  11  -7   5   1   1   1
2803  12  -8   5   1   1   1
2804  11  -6   4   1   1   1
2805  11  -7   4   1   1   1
2806  12  -7   4   1   1   1
2807   8  -9   9   1   1   1
2808   7 -10  10   1   1   1
2809   7 -10  11   1   1   1
2810   6 -10  12   1   1   1
2811   6 -11  12   1   1   1
2812   5 -11  13   1   1   1
2813   9 -10   8   1   1   1
2814   8 -10   9   1   1   1
2815   8 -11  10   1   1   1
2816   7 -11  10   1   1   1
2817   7 -12  11   1   1   1
2818   6 -12  12   1   1   1
2819   6 -12  13   1   1   1
2820   9  -9   9   1   1   1
2821   9 -10   9   1   1   1
2822   8 -10  10   1   1   1
2823   8 -11  11   1   1   1
2824   7 -11  12   1   1   1
2825   7 -11  13   1   1   1
2826   9  -9  10   1   1   1
2827   8  -9  11   1   1   1
2828   8 -10  12   1   1   1
2829   7 -10  12   1   1   1
2830   6 -11  14   1   1   1
2831   9 -11   8   1   1   1
2832   9 -11   9   1   1   1
2833   8 -12  11   1   1   1
2834   7 -13  12   1   1   1
2835   6 -13  13   1   1   1
2836  10 -10   9   1   1   1
2837   9 -10  10   1   1   1
2838   9 -11  10   1   1   1
2839   8 -12  12   1   1   1
2840   7 -12  13   1   1   1
2841  10  -9   9   1   1   1
2842  10 -10  10   1   1   1
2843   9 -10  11   1   1   1
2844   9 -11  12   1   1   1
2845   8 -11  13   1   1   1
2846   7 -12  14   1   1   1
2847  10 -11   8   1   1   1
2848  10 -12   9   1   1   1
2849   9 -12  10   1   1   1
2850   9 -12  11   1   1   1
2851   8 -13  11   1   1   1
2852   8 -13  12   1   1   1
2853   7 -14  13   1   1   1
2854  11 -11   9   1   1   1
2855  10 -11  10   1   1   1
2856  10 -11  11   1   1   1
2857   9 -12  12   1   1   1
2858   8 -13  13   1   1   1
2859   8 -13  14   1   1   1
2860  11 -10  10   1   1   1
2861   9 -12  13   1   1   1
2862   8 -12  14   1   1   1
2863  11 -12  10   1   1   1
2864  10 -12  11   1   1   1
2865   9 -13  12   1   1   1
2866   9 -13  13   1   1   1
2867   8 -14  14   1   1   1
2868  -3   3  12   1   1   1
2869  -3   2  12   1   1   1
2870  -3   1  13   1   1   1
2871  -0   6   4   1   1   1
2872  -5  11  -5   1   1   1
2873   6   8 -12   1   1   1
2874   6   9 -12   1   1   1
2875   5   7 -11   1   1   1
2876   5   8 -11   1   1   1
2877   6   9 -11   1   1   1
2878   5   8 -10   1   1   1
2879   5   9 -11   1   1   1
2880   5  10 -11   1   1   1
2881  10 -15  -6   1   1   1
2882  10 -16  -5   1   1   1
2883  10 -17  -5   1   1   1
2884  11 -18  -4   1   1   1
2885  11 -18  -3   1   1   1
2886  11 -16  -7   1   1   1
2887  11 -17  -6   1   1   1
2888  11 -18  -6   1   1   1
2889  11 -18  -5   1   1   1
2890  11 -19  -4   1   1   1
2891  11 -15  -6   1   1   1
2892  11 -16  -6   1   1   1
2893  11 -17  -5   1   1   1
2894  12 -18  -4   1   1   1
2895  11 -16  -5   1   1   1
2896  12 -16  -4   1   1   1
2897  12 -17  -4   1   1   1
2898  12 -18  -3   1   1   1
2899  12 -16  -7   1   1   1
2900  12 -16  -6   1   1   1
2901  12 -17  -5   1   1   1
2902  12 -18  -5   1   1   1
2903  13 -19  -4   1   1   1
2904  -4  -7   1   1   1   1
2905  -4  -7   2   1   1   1
2906  -2  -8   1   1   1   1
2907  -3  -8   1   1   1   1
2908  -4  -8   2   1   1   1
2909  -2  -9   2   1   1   1
2910  -3  -9   3   1   1   1
2911  11 -12   8   1   1   1
2912  12 -12   9   1   1   1
2913  13 -12  10   1   1   1
2914  -9  -4  14   1   1   1
2915  -8  -5  14   1   1   1
2916  -8  -6  14   1   1   1
2917  -8  -5  13   1   1   1
2918  -7  -5  13   1   1   1
2919  -8  -4  13   1   1   1
2920  -7  -5  14   1   1   1
2921  -8  -3  14   1   1   1
2922  -7  -4  14   1   1   1
2923  -8  -3  13   1   1   1
2924  -7  -4  13   1   1   1
2925  -6  -4  13   1   1   1
2926  -6  17  -2   1   1   1
2927  -5  17  -2   1   1   1
2928  -4  18  -2   1   1   1
2929  -3  18  -2   1   1   1
2930  -2  18  -2   1   1   1
2931  -6  17  -3   1   1   1
2932  -5  17  -3   1   1   1
2933  -4  17  -3   1   1   1
2934  -3  18  -3   1   1   1
2935  -2  18  -3   1   1   1
2936  -6  16  -4   1   1   1
2937  -5  17  -4   1   1   1
2938  -4  17  -4   1   1   1
2939  -3  18  -4   1   1   1
2940  -2  18  -4   1   1   1
2941  -5  16  -2   1   1   1
2942  -4  17  -2   1   1   1
2943  -3  17  -2   1   1   1
2944  -5  16  -3   1   1   1
2945  -3  17  -3   1   1   1
2946  -2  17  -3   1   1   1
2947  -5  16  -4   1   1   1
2948  -4  16  -4   1   1   1
2949  -3  17  -4   1   1   1
2950  -2  17  -4   1   1   1
2951  -5  15  -2   1   1   1
2952  -4  16  -2   1   1   1
2953  -3  16  -2   1   1   1
2954  -2  16  -2   1   1   1
2955  -1  17  -2   1   1   1
2956  -4  15  -3   1   1   1
2957  -3  16  -3   1   1   1
2958  -2  16  -3   1   1   1
2959  -1  16  -3   1   1   1
2960  -5  15  -3   1   1   1
2961  -4  15  -4   1   1   1
2962  -3  15  -4   1   1   1
2963  -2  16  -4   1   1   1
2964  -1  16  -4   1   1   1
2965  -9  11 -10   1   1   1
2966  -8  11 -11   1   1   1
2967  -0  11   4   1   1   1
2968   0  11   5   1   1   1
2969   1  12   5   1   1   1
2970  -0  10   5   1   1   1
2971   0  10   6   1   1   1
2972   1  11   6   1   1   1
2973   1  10   5   1   1   1
2974   1  10   4   1   1   1
2975   1  11   4   1   1   1
2976   2  11   5   1   1   1
2977   1   9   5   1   1   1
2978   2  10   6   1   1   1
2979   4   7  -6   1   1   1
2980   5   7  -6   1   1   1
2981   6   7  -7   1   1   1
2982  -1  20  -6   1   1   1
2983  -1  20  -5   1   1   1
2984  -1  20  -4   1   1   1
2985  -1  19  -3   1   1   1
2986  -1  19  -2   1   1   1
2987  -0  19  -6   1   1   1
2988  -0  19  -5   1   1   1
2989  -0  19  -4   1   1   1
2990   0  19  -3   1   1   1
2991   0  19  -2   1   1   1
2992   1  19  -6   1   1   1
2993   1  19  -5   1   1   1
2994   1  19  -4   1   1   1
2995   1  19  -3   1   1   1
2996   1  19  -2   1   1   1
2997  -2  19  -6   1   1   1
2998  -2  19  -5   1   1   1
2999  -1  19  -4   1   1   1
3000  -1  18  -2   1   1   1
3001  -1  19  -6   1   1   1
3002  -1  18  -5   1   1   1
3003  -0  18  -4   1   1   1
3004  -0  18  -3   1   1   1
3005  -0  18  -2   1   1   1
3006   0  18  -6   1   1   1
3007   0  18  -5   1   1   1
3008   1  18  -3   1   1   1
3009   1  18  -2   1   1   1
3010  -2  18  -6   1   1   1
3011  -2  18  -5   1   1   1
3012  -1  18  -6   1   1   1
3013  -1  17  -5   1   1   1
3014  -1  17  -4   1   1   1
3015  -1  17  -3   1   1   1
3016  -0  17  -2   1   1   1
3017  -0  17  -6   1   1   1
3018  -0  17  -5   1   1   1
3019   0  17  -4   1   1   1
3020   0  17  -3   1   1   1
3021  11 -10  -5   1   1   1
3022  11 -11  -5   1   1   1
3023  12 -12  -5   1   1   1
3024  11 -10  -6   1   1   1
3025  12 -12  -6   1   1   1
3026  12 -10  -6   1   1   1
3027  12 -11  -5   1   1   1
3028  12 -10  -5   1   1   1
3029  13 -10  -5   1   1   1
3030  13 -11  -4   1   1   1
3031  13 -11  -6   1   1   1
3032  13 -12  -6   1   1   1
3033   7   7   7   1   1   1
3034   7   8   8   1   1   1
3035   8   9   8   1   1   1
3036   6   7   9   1   1   1
3037   7   8   9   1   1   1
3038   7   8  10   1   1   1
3039   8   8   9   1   1   1
3040   8   7   8   1   1   1
3041   9   8   9   1   1   1
3042   7   6   9   1   1   1
3043   8   7   9   1   1   1
3044   8   8  10   1   1   1
3045   3  12   5   1   1   1
3046   4  12   6   1   1   1
3047  14  -4  -3   1   1   1
3048  15  -4  -2   1   1   1
3049  16  -4  -2   1   1   1
3050  17  -3  -1   1   1   1
3051  18  -3  -1   1   1   1
3052  15  -4  -4   1   1   1
3053  16  -4  -3   1   1   1
3054  17  -4  -3   1   1   1
3055  18  -4  -2   1   1   1
3056  19  -4  -2   1   1   1
3057  15  -3  -3   1   1   1
3058  16  -3  -3   1   1   1
3059  17  -3  -2   1   1   1
3060  18  -3  -2   1   1   1
3061  15  -2  -3   1   1   1
3062  16  -2  -2   1   1   1
3063  17  -2  -2   1   1   1
3064  18  -2  -1   1   1   1
3065  15  -3  -4   1   1   1
3066  16  -3  -4   1   1   1
3067  17  -3  -3   1   1   1
3068  18  -2  -3   1   1   1
3069  19  -2  -2   1   1   1
3070  14   4   2   1   1   1
3071  14   5   3   1   1   1
3072  14   5   4   1   1   1
3073  15   6   5   1   1   1
3074  13   3   3   1   1   1
3075  14   4   4   1   1   1
3076  14   4   5   1   1   1
3077  14   5   6   1   1   1
3078  15   5   6   1   1   1
3079  14   3   3   1   1   1
3080  15   4   3   1   1   1
3081  15   4   4   1   1   1
3082  15   5   5   1   1   1
3083  16   5   6   1   1   1
3084  15   4   2   1   1   1
3085  16   5   4   1   1   1
3086  16   6   5   1   1   1
3087  15   3   3   1   1   1
3088  15   3   4   1   1   1
3089  16   4   5   1   1   1
3090  -4   6   7   1   1   1
3091  -4   6   8   1   1   1
3092  -3   6   9   1   1   1
3093  -4   4   7   1   1   1
3094  -4   4   8   1   1   1
3095  -3   4   9   1   1   1
3096  -3   5   7   1   1   1
3097  -3   5   8   1   1   1
3098  -3   5   9   1   1   1
3099  -2   5   7   1   1   1
3100  -2   5   8   1   1   1
3101  -2   6   9   1   1   1
3102  -3   4   7   1   1   1
3103  -2   4   8   1   1   1
3104  -2   4   9   1   1   1
3105  10 -11 -14   1   1   1
3106  11 -10 -14   1   1   1
3107  12  -9 -14   1   1   1
3108  12  -9 -13   1   1   1
3109  13  -8 -13   1   1   1
3110  10 -11 -13   1   1   1
3111  11 -11 -13   1   1   1
3112  11 -10 -12   1   1   1
3113  12  -9 -12   1   1   1
3114  13  -8 -12   1   1   1
3115  11 -11 -14   1   1   1
3116  12 -10 -13   1   1   1
3117  13  -9 -13   1   1   1
3118  13  -9 -12   1   1   1
3119  11 -12 -14   1   1   1
3120  12 -11 -14   1   1   1
3121  13 -10 -14   1   1   1
3122  13 -10 -13   1   1   1
3123  14  -9 -13   1   1   1
3124  11 -12 -13   1   1   1
3125  12 -11 -13   1   1   1
3126  13 -11 -12   1   1   1
3127  13 -10 -12   1   1   1
3128  14  -9 -12   1   1   1
3129   1  -8 -13   1   1   1
3130   2  -9 -13   1   1   1
3131   3 -10 -13   1   1   1
3132   4 -11 -13   1   1   1
3133   2  -8 -12   1   1   1
3134   3  -9 -12   1   1   1
3135   3 -10 -12   1   1   1
3136   4 -10 -12   1   1   1
3137   5 -11 -12   1   1   1
3138   2  -8 -11   1   1   1
3139   3  -9 -11   1   1   1
3140   4  -9 -11   1   1   1
3141   5 -10 -11   1   1   1
3142   5 -11 -11   1   1   1
3143   2  -8 -13   1   1   1
3144   3  -8 -13   1   1   1
3145   3  -9 -13   1   1   1
3146   4 -10 -13   1   1   1
3147   5 -11 -14   1   1   1
3148   3  -8 -12   1   1   1
3149   4  -9 -12   1   1   1
3150   5 -10 -13   1   1   1
3151   3  -7 -11   1   1   1
3152   4  -8 -11   1   1   1
3153   5  -9 -12   1   1   1
3154   6 -10 -12   1   1   1
3155   3  -7 -14   1   1   1
3156   3  -8 -14   1   1   1
3157   4  -8 -14   1   1   1
3158   5  -9 -14   1   1   1
3159   5 -10 -14   1   1   1
3160   3  -7 -13   1   1   1
3161   4  -8 -13   1   1   1
3162   5  -9 -13   1   1   1
3163   6 -10 -13   1   1   1
3164   3  -7 -12   1   1   1
3165   4  -7 -12   1   1   1
3166   5  -8 -12   1   1   1
3167   6  -9 -12   1   1   1
3168  18   6  -2   1   1   1
3169  17   5  -2   1   1   1
3170  17   5  -1   1   1   1
3171  18   4  -2   1   1   1
3172  17   4  -1   1   1   1
3173  19   5  -2   1   1   1
3174  18   5  -1   1   1   1
3175  17   5  -0   1   1   1
3176  19   6  -1   1   1   1
3177  18   6  -0   1   1   1
3178  18   5   0   1   1   1
3179  19   4  -1   1   1   1
3180  18   4   0   1   1   1
3181   6   6  -0   1   1   1
3182   8   6  -0   1   1   1
3183   7   7  -1   1   1   1
3184   8   7  -0   1   1   1
3185   7   8  -1   1   1   1
3186   8   8  -1   1   1   1
3187   9   7  -1   1   1   1
3188   7   8  -0   1   1   1
3189   8   8  -2   1   1   1
3190  11 -11  12   1   1   1
3191  10 -10  12   1   1   1
3192  10 -10  13   1   1   1
3193  10  -9  14   1   1   1
3194   9  -8  14   1   1   1
3195  11 -12  13   1   1   1
3196  10 -11  13   1   1   1
3197  10 -11  14   1   1   1
3198  10 -10  15   1   1   1
3199   9  -9  15   1   1   1
3200  11 -11  13   1   1   1
3201  11 -10  14   1   1   1
3202  10  -9  15   1   1   1
3203  12 -10  12   1   1   1
3204  12 -10  13   1   1   1
3205  11  -9  13   1   1   1
3206  11  -9  14   1   1   1
3207  11  -8  15   1   1   1
3208  12 -12  13   1   1   1
3209  12 -11  14   1   1   1
3210  11 -10  15   1   1   1
3211  11  -9  16   1   1   1
3212  -1   5   9   1   1   1
3213  -3   7  10   1   1   1
3214  -2   7  10   1   1   1
3215  -1   6  10   1   1   1
3216  -2   8  10   1   1   1
3217  -1   7  10   1   1   1
3218   7   7   0   1   1   1
3219  -7  17  -2   1   1   1
3220 -15   1   1   1   1   1
3221 -15   1   2   1   1   1
3222 -13   1   1   1   1   1
3223 -14   1   2   1   1   1
3224 -14   1   3   1   1   1
3225 -14   2   1   1   1   1
3226 -14   2   2   1   1   1
3227 -15   1   3   1   1   1
3228 -15   2   1   1   1   1
3229 -15   2   2   1   1   1
3230 -15   2   3   1   1   1
3231 -14   2   3   1   1   1
3232 -13   7  -0   1   1   1
3233 -13   7   1   1   1   1
3234 -13   7   2   1   1   1
3235 -13   6   2   1   1   1
3236 -13   6   3   1   1   1
3237 -12   6   4   1   1   1
3238 -12   5   5   1   1   1
3239 -12   7  -1   1   1   1
3240 -12   7   0   1   1   1
3241 -12   7   1   1   1   1
3242 -11   6   2   1   1   1
3243 -11   6   3   1   1   1
3244 -11   6   4   1   1   1
3245 -11   5   5   1   1   1
3246 -13   8  -0   1   1   1
3247 -13   8   1   1   1   1
3248 -12   7   2   1   1   1
3249 -12   7   3   1   1   1
3250 -11   6   5   1   1   1
3251 -13   9   0   1   1   1
3252 -13   8   2   1   1   1
3253 -13   8   3   1   1   1
3254 -12   7   4   1   1   1
3255 -12   7   5   1   1   1
3256 -12   7   6   1   1   1
3257 -11   8   0   1   1   1
3258 -11   7   1   1   1   1
3259 -11   7   2   1   1   1
3260 -10   7   3   1   1   1
3261 -10   6   4   1   1   1
3262 -10   6   5   1   1   1
3263 -12   9  -0   1   1   1
3264 -12   8   1   1   1   1
3265 -12   8   2   1   1   1
3266 -11   8   3   1   1   1
3267 -11   7   3   1   1   1
3268 -11   7   4   1   1   1
3269 -11   7   5   1   1   1
3270 -12   9   1   1   1   1
3271 -12   9   2   1   1   1
3272 -12   8   3   1   1   1
3273 -12   8   4   1   1   1
3274 -11   8   5   1   1   1
3275 -11   7   6   1   1   1
3276 -11   9  -1   1   1   1
3277 -10   8   1   1   1   1
3278 -10   8   2   1   1   1
3279  -9   7   4   1   1   1
3280  -9   7   5   1   1   1
3281 -11   9  -0   1   1   1
3282 -11   9   1   1   1   1
3283 -11   9   2   1   1   1
3284 -10   8   3   1   1   1
3285 -10   8   4   1   1   1
3286 -10   7   5   1   1   1
3287 -12  10   0   1   1   1
3288 -12  10   1   1   1   1
3289 -11   9   3   1   1   1
3290 -11   9   4   1   1   1
3291 -10   8   6   1   1   1
3292 -11  10  -0   1   1   1
3293 -10  10   1   1   1   1
3294 -10   9   2   1   1   1
3295 -10   9   3   1   1   1
3296 -10   9   4   1   1   1
3297  -9   8   4   1   1   1
3298  -9   8   5   1   1   1
3299   2  19  -5   1   1   1
3300   3  19  -5   1   1   1
3301  -1  12   5   1   1   1
3302  -1  12   4   1   1   1
3303   0  12   3   1   1   1
3304  -2  13   4   1   1   1
3305  -1  13   3   1   1   1
3306  -0  12   2   1   1   1
3307   4  -4   4   1   1   1
3308   4  -5   3   1   1   1
3309   4  -5   2   1   1   1
3310   6 -10 -15   1   1   1
3311   6 -11 -16   1   1   1
3312   6 -11 -17   1   1   1
3313   7 -12 -17   1   1   1
3314   6 -10 -14   1   1   1
3315   7 -10 -16   1   1   1
3316   7 -11 -16   1   1   1
3317   8 -11 -17   1   1   1
3318   7  -9 -14   1   1   1
3319   7 -10 -14   1   1   1
3320   8 -10 -15   1   1   1
3321   8 -10 -16   1   1   1
3322   9 -11 -17   1   1   1
3323   5  -9 -15   1   1   1
3324   5 -10 -16   1   1   1
3325   6 -10 -16   1   1   1
3326   6 -10 -17   1   1   1
3327   7 -11 -18   1   1   1
3328   6  -9 -15   1   1   1
3329   7 -10 -17   1   1   1
3330   8 -10 -18   1   1   1
3331   7  -8 -14   1   1   1
3332   7  -9 -15   1   1   1
3333   8  -9 -16   1   1   1
3334   8 -10 -17   1   1   1
3335   5  -8 -15   1   1   1
3336   5  -9 -16   1   1   1
3337   6  -9 -17   1   1   1
3338   6 -10 -18   1   1   1
3339   7 -10 -18   1   1   1
3340   6  -8 -15   1   1   1
3341   6  -8 -16   1   1   1
3342   7  -9 -17   1   1   1
3343   7  -8 -15   1   1   1
3344   7  -8 -16   1   1   1
3345   8  -9 -17   1   1   1
3346   8  -9 -18   1   1   1
3347   2   9   2   1   1   1
3348   2  10   3   1   1   1
3349   2  10   4   1   1   1
3350  -9   2  10   1   1   1
3351  -9   2  11   1   1   1
3352 -10   2  12   1   1   1
3353 -10   2  13   1   1   1
3354 -10   3  14   1   1   1
3355  -9   0  10   1   1   1
3356  -9   0  11   1   1   1
